EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,FixCross.stopped,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialRespText.stopped,IATrialResp.stopped,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EATrialText2.stopped,EATrialResp.stopped,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block1EndText.started,Block1EndText.stopped,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,4,1_295.jpg,,vehicle,,,,,,,,,,,,,3514.600682160999,3515.1346526800007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.295.jpeg,,,,,,,,,,,,,,3515.1346526800007,3516.586083041999,3516.586083041999,3516.586083041999,3516.586083041999,3516.586083041999,,,,,,3,0,0.4161343880005006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,3,1_54.jpg,,vehicle,,,,,,,,,,,,,3517.019552914,3517.5540745809994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.054.jpeg,,,,,,,,,,,,,,3517.5540745809994,3519.005207295999,3519.005207295999,3519.005207295999,3519.005207295999,3519.005207295999,,,,,,2,0,0.9641541899982258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,4,1_168.jpg,,building,,,,,,,,,,,,,3519.9899568340006,3520.523907638999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.168.jpeg,,,,,,,,,,,,,,3520.523907638999,3521.975127914,3521.975127914,3521.975127914,3521.975127914,3521.975127914,,,,,,1,0,0.34609447000184446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,3,1_149.jpg,,vehicle,,,,,,,,,,,,,3522.342894524998,3522.8765446569996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.149.jpeg,,,,,,,,,,,,,,3522.8765446569996,3524.3281402659995,3524.3281402659995,3524.3281402659995,3524.3281402659995,3524.3281402659995,,,,,,1,0,0.4413831309975649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,3,1_47.jpg,,vehicle,,,,,,,,,,,,,3524.794107116999,3525.3112568469987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.047.jpeg,,,,,,,,,,,,,,3525.3112568469987,3526.780751675,3526.780751675,3526.780751675,3526.780751675,3526.780751675,,,,,,3,1,0.46927430300274864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,3,1_265.jpg,,building,,,,,,,,,,,,,3527.2812986639983,3527.8139605729993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.265.jpeg,,,,,,,,,,,,,,3527.8139605729993,3529.2668101739982,3529.2668101739982,3529.2668101739982,3529.2668101739982,3529.2668101739982,,,,,,3,1,1.2148846760028391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,3,1_144.jpg,,vehicle,,,,,,,,,,,,,3530.5003843209997,3531.035679345001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.144.jpeg,,,,,,,,,,,,,,3531.035679345001,3532.487028899999,3532.487028899999,3532.487028899999,3532.487028899999,3532.487028899999,,,,,,4,0,0.3063191600012942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,2,1_121.jpg,,fruit,,,,,,,,,,,,,3532.820152589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.121.jpeg,,,,,,,,,,,,,,3533.336749156999,3534.806370770999,3534.806370770999,3534.806370770999,3534.806370770999,3534.806370770999,,,,,,4,0,0.44362964799802285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.086.jpeg,1,triangles,7,,,,,,,,,,,,3580.2731312860014,,3580.857104414001,3580.857104414001,3582.2587914430005,3582.2587914430005,None,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565.2734974980012,3565.2734974980012,3583.760347020001,3583.760347020001,,,,,,,,,,,,,3580.2731312860014,3580.2731312860014,,,,,3535.2899735850006,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.100.jpeg,2,triangles,8,,,,,,,,,,,,3583.7770418779983,,3584.327717641001,3584.327717641001,3585.7615236950005,3585.7615236950005,4,1,0.808721281002363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.244.jpeg,1,diamonds,7,,,,,,,,,,,,3586.5969003200007,3587.147018225998,3587.147018225998,3587.147018225998,3588.582468929999,3588.582468929999,3,0,0.4268236900024931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,ExAttn_Stim.030.jpeg,1,circles,8,,,,,,,,,,,,3589.0328692449984,3589.5835458850015,3589.5835458850015,3589.5835458850015,3591.018482749001,3591.018482749001,4,1,0.30277513500186615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ExAttn_Stim.164.jpeg,0,squares,5,,,,,,,,,,,,3591.3520051449996,3591.8861369430015,3591.8861369430015,3591.8861369430015,3593.337743791999,3593.337743791999,3,1,0.7280879370009643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.192.jpeg,2,stars,7,,,,,,,,,,,,3594.087767353998,,3594.6393803419996,3594.6393803419996,3596.074210199,3596.074210199,2,1,0.9919730449983035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,ExAttn_Stim.113.jpeg,0,triangles,7,,,,,,,,,,,,3597.091733322999,3597.625547784999,3597.625547784999,3597.625547784999,3599.0773223409997,3599.0773223409997,4,0,0.5238359909999417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.246.jpeg,1,diamonds,7,,,,,,,,,,,,3599.6277423419997,3600.211772399998,3600.211772399998,3600.211772399998,3601.613641969001,3601.613641969001,3,0,0.3401015039999038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.008.jpeg,1,circles,8,,,,,,,,,,,,3601.9803624909982,3602.5315247319995,3602.5315247319995,3602.5315247319995,3603.9661957069984,3603.9661957069984,2,1,0.5709778039999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ExAttn_Stim.241.jpeg,1,diamonds,6,,,,,,,,,,,,3604.5665124709994,3605.100502707999,3605.100502707999,3605.100502707999,3606.5523143130013,3606.5523143130013,3,0,0.8170469720025721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.086.jpeg,,building,,,,,,,,,,,,,3622.402963925,3622.986982915998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3622.986982915998,3624.388572166001,3624.388572166001,3625.8903339530007,3625.8903339530007,2,1,0.8929772289993707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3607.403177568998,3607.403177568998,3622.402963925,3622.402963925,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.100.jpeg,,building,,,,,,,,,,,,,3625.9068072519985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626.4579835000004,3627.892708580999,3627.892708580999,3629.3941376580005,3629.3941376580005,2,1,0.5247881779978343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.244.jpeg,,building,,,,,,,,,,,,,3629.4108674630006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3629.961175722001,3631.396405356001,3631.396405356001,3632.898052307999,3632.898052307999,3,1,0.4687890770001104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Encod_Stim.030.jpeg,,fruit,,,,,,,,,,,,,3632.9134363189987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3633.5152134989985,3634.9004912810015,3634.9004912810015,3636.4006431769994,3636.4006431769994,2,1,0.4849840530005167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.164.jpeg,,vehicle,,,,,,,,,,,,,3636.4183127709985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3637.002358523001,3638.3873297790014,3638.3873297790014,3639.8891097999986,3639.8891097999986,4,1,0.5260522919998039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.192.jpeg,,building,,,,,,,,,,,,,3639.9043769140007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3640.472285797001,3641.890147381,3641.890147381,3643.392737891998,3643.392737891998,4,1,0.4560427120013628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Encod_Stim.113.jpeg,,fruit,,,,,,,,,,,,,3643.409514900999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3643.976310178001,3645.3951381939987,3645.3951381939987,3646.8967167209994,3646.8967167209994,3,0,0.8944953729987901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Encod_Stim.246.jpeg,,building,,,,,,,,,,,,,3646.9132508820003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647.5463148199997,3648.8988392380015,3648.8988392380015,3650.400723928,3650.400723928,3,1,0.7033471619979537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P2,001,2025-02-19_13h38.21.409,RetGoals_V1,2022.2.4,60.05146242148951,
