EALoadLoop.thisRepN,EALoadLoop.thisTrialN,EALoadLoop.thisN,EALoadLoop.thisIndex,EncLoadLoop.thisRepN,EncLoadLoop.thisTrialN,EncLoadLoop.thisN,EncLoadLoop.thisIndex,IALoadLoop.thisRepN,IALoadLoop.thisTrialN,IALoadLoop.thisN,IALoadLoop.thisIndex,RetLoadLoop.thisRepN,RetLoadLoop.thisTrialN,RetLoadLoop.thisN,RetLoadLoop.thisIndex,EAPractice2Trials.thisRepN,EAPractice2Trials.thisTrialN,EAPractice2Trials.thisN,EAPractice2Trials.thisIndex,IAPractice2Trials.thisRepN,IAPractice2Trials.thisTrialN,IAPractice2Trials.thisN,IAPractice2Trials.thisIndex,EncPractice2Trials.thisRepN,EncPractice2Trials.thisTrialN,EncPractice2Trials.thisN,EncPractice2Trials.thisIndex,RetPractice2Trials.thisRepN,RetPractice2Trials.thisTrialN,RetPractice2Trials.thisN,RetPractice2Trials.thisIndex,Blocks40.thisRepN,Blocks40.thisTrialN,Blocks40.thisN,Blocks40.thisIndex,EATrialsBlocks40.thisRepN,EATrialsBlocks40.thisTrialN,EATrialsBlocks40.thisN,EATrialsBlocks40.thisIndex,EncTrialsBlocks40.thisRepN,EncTrialsBlocks40.thisTrialN,EncTrialsBlocks40.thisN,EncTrialsBlocks40.thisIndex,IATrialsBlocks40.thisRepN,IATrialsBlocks40.thisTrialN,IATrialsBlocks40.thisN,IATrialsBlocks40.thisIndex,RetTrialsBlocks40.thisRepN,RetTrialsBlocks40.thisTrialN,RetTrialsBlocks40.thisN,RetTrialsBlocks40.thisIndex,Blocks10.thisRepN,Blocks10.thisTrialN,Blocks10.thisN,Blocks10.thisIndex,EATrialsBlocks10.thisRepN,EATrialsBlocks10.thisTrialN,EATrialsBlocks10.thisN,EATrialsBlocks10.thisIndex,EncTrialsBlocks10.thisRepN,EncTrialsBlocks10.thisTrialN,EncTrialsBlocks10.thisN,EncTrialsBlocks10.thisIndex,IATrialsBlocks10.thisRepN,IATrialsBlocks10.thisTrialN,IATrialsBlocks10.thisN,IATrialsBlocks10.thisIndex,RetTrialsBlocks10.thisRepN,RetTrialsBlocks10.thisTrialN,RetTrialsBlocks10.thisN,RetTrialsBlocks10.thisIndex,welcomeText.started,welcomeKey.started,welcomeKey.keys,welcomeKey.rt,welcomeText2.started,welcomeKey2.started,welcomeKey2.keys,welcomeKey2.rt,EAPracticeText1.started,EAPracticeText2.started,EAPracticeRespText.started,EAPracticeKey.started,EAPracticeKey.keys,EAPracticeKey.rt,EAPractice2Text.started,EAPractice2Key.started,EAPractice2Key.keys,EAPractice2Key.rt,corr_key,stim_name,magnitude,stim_spec,num_big,EAPractice1Text1.started,EAPractice1Stim.started,EAPractice1Resp.started,EAPractice1Text2.started,EAPractice1Resp.keys,EAPractice1Resp.corr,EAPractice1Resp.rt,EAPostPractice1Text.started,EAPostPractice1Resp.started,EAPostPractice1Resp.keys,EAPostPractice1Resp.rt,FixCross.started,FixCross.stopped,EATrialText1.started,EATrialStim.started,EATrialText2.started,EATrialResp.started,EATrialResp.keys,EATrialResp.corr,EATrialResp.rt,EAPracticeEndText.started,EAPracticeEndKey.started,EAPracticeEndKey.keys,EAPracticeEndKey.rt,IAPracticeInstructions1Text1.started,IAPracticeInstructions1Text2.started,IAPracticeInstructions1RespText.started,IAPracticeInstructions1Resp.started,IAPracticeInstructions1Resp.keys,IAPracticeInstructions1Resp.rt,IAPracticeInstructions2Text.started,IAPracticeInstructions2Resp.started,IAPracticeInstructions2Resp.keys,IAPracticeInstructions2Resp.rt,has_neg,IAPractice1Stim.started,IAPractice1Resp.started,IAPractice1Text1.started,IAPractice1Resp.keys,IAPractice1Resp.corr,IAPractice1Resp.rt,IAPractice1Feedback.started,IAPostPractice1Resp.started,IAPostPractice1Resp.keys,IAPostPractice1Resp.rt,IATrialStim.started,IATrialRespText.started,IATrialResp.started,IATrialResp.keys,IATrialResp.corr,IATrialResp.rt,IAPracticeEndText.started,IAPracticeEndResp.started,IAPracticeEndResp.keys,IAPracticeEndResp.rt,EncPracticeInstructionsText1.started,EncPracticeInstructionsText2.started,EncPracticeInstructionsRespText.started,EncPracticeInstructionsResp.started,EncPracticeInstructionsResp.keys,EncPracticeInstructionsResp.rt,EncPracticeInstructions2Text.started,EncPracticeInstructions2Resp.started,EncPracticeInstructions2Resp.keys,EncPracticeInstructions2Resp.rt,EncPractice1Stim.started,EncPractice1Resp.started,EncPractice1RespText.started,EncPractice1Resp.keys,EncPractice1Resp.corr,EncPractice1Resp.rt,EncPractice1Feedback.started,EncPractice1FeedbackResp.started,EncPractice1FeedbackResp.keys,EncPractice1FeedbackResp.rt,EncImage.started,EncTrialRespText.started,EncTrialResp.started,EncTrialRespText.stopped,EncTrialResp.stopped,EncTrialResp.keys,EncTrialResp.corr,EncTrialResp.rt,EncPracticeEndText.started,EncPracticeEndResp.started,EncPracticeEndResp.keys,EncPracticeEndResp.rt,RetPracticeInstructionsText1.started,RetPracticeInstructionsText2.started,RetPracticeInstructionsResp.started,RetPracticeInstructions1Berry.started,RetPracticeInstructions1Question.started,RetPracticeInstructions1Truck.started,RetPracticeInstructions1House.started,RetPracticeInstructionsNumGuide1.started,RetPracticeInstructionsNumGuide2.started,RetPracticeInstructionsNumGuide3.started,RetPracticeInstructionsNumGuide4.started,RetPracticeInstructionsResp.keys,RetPracticeInstructionsResp.rt,RetPracticeInstructions2Text.started,RetPracticeInstructions2Resp.started,RetPracticeInstructions2Resp.keys,RetPracticeInstructions2Resp.rt,enc_stimname,RetPractice1Stim.started,RetPractice1Resp.started,RetPractice1Berry.started,RetPractice1Question.started,RetPractice1Truck.started,RetPractice1House.started,RetPractice1Resp.keys,RetPractice1Resp.corr,RetPractice1Resp.rt,RetPostPractice1Text.started,RetPostPractice1Resp.started,RetPostPractice1Resp.keys,RetPostPractice1Resp.rt,RetTrialStim.started,RetTrialResp.started,RetTrialQuestion.started,RetTrialBerry.started,RetTrialTruck.started,RetTrialHouse.started,RetTrialResp.stopped,RetTrialQuestion.stopped,RetTrialBerry.stopped,RetTrialTruck.stopped,RetTrialHouse.stopped,RetTrialResp.keys,RetTrialResp.corr,RetTrialResp.rt,RetPracticeEndText.started,RetPracticeEndResp.started,RetPracticeEndResp.keys,RetPracticeEndResp.rt,EATaskInstructionsText1.started,EATaskInstructionsText2.started,EATrialText2.stopped,EATrialResp.stopped,EncTaskInstructionsText1.started,EncTaskInstructionsText2.started,IATaskInstructionsText1.started,IATaskInstructionsText2.started,RetTaskInstructionsText1.started,RetTaskInstructionsText2.started,RetTaskInstructionsText1.stopped,RetTaskInstructionsText2.stopped,Block1EndText.started,EncTaskInstructionsText1.stopped,EncTaskInstructionsText2.stopped,Block1EndText.stopped,EATaskInstructionsText1.stopped,EATaskInstructionsText2.stopped,IATrialRespText.stopped,IATrialResp.stopped,Block2BreakText.started,Block2BreakKey.started,Block2BreakKey.keys,Block2BreakKey.rt,Block2EndText.started,Block2EndText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_18.jpg,,fruit,,,,,,,,,,,,,3895.3539789980005,3895.8876809700005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.018.jpeg,,,,,,,,,,,,,,3895.8876809700005,3897.3404411789998,3897.3404411789998,3897.3404411789998,3897.3404411789998,3897.3404411789998,,,,,,1,0,0.7669935250002595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_226.jpg,,fruit,,,,,,,,,,,,,3898.124699233,3898.6587645930003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.226.jpeg,,,,,,,,,,,,,,3898.6587645930003,3900.1100884960006,3900.1100884960006,3900.1100884960006,3900.1100884960006,3900.1100884960006,,,,,,2,1,1.4205490729997905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_222.jpg,,fruit,,,,,,,,,,,,,3901.5617037130005,3902.095646852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.222.jpeg,,,,,,,,,,,,,,3902.095646852,3903.547384136,3903.547384136,3903.547384136,3903.547384136,3903.547384136,,,,,,2,1,0.6711435029998825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_89.jpg,,building,,,,,,,,,,,,,3904.248082424,3904.782153389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.089.jpeg,,,,,,,,,,,,,,3904.782153389,3906.2331543150003,3906.2331543150003,3906.2331543150003,3906.2331543150003,3906.2331543150003,,,,,,1,0,1.0028177989995015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_257.jpg,,building,,,,,,,,,,,,,3907.2515053019997,3907.785342305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.257.jpeg,,,,,,,,,,,,,,3907.785342305,3909.236992284,3909.236992284,3909.236992284,3909.236992284,3909.236992284,,,,,,4,0,1.0215348149992565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_47.jpg,,vehicle,,,,,,,,,,,,,3910.2881174550002,3910.804135741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.047.jpeg,,,,,,,,,,,,,,3910.804135741,3912.2736324919997,3912.2736324919997,3912.2736324919997,3912.2736324919997,3912.2736324919997,,,,,,2,0,1.0730776219995164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_155.jpg,,vehicle,,,,,,,,,,,,,3913.3741690080005,3913.925657254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.155.jpeg,,,,,,,,,,,,,,3913.925657254,3915.3604701140002,3915.3604701140002,3915.3604701140002,3915.3604701140002,3915.3604701140002,,,,,,3,1,0.6018007629997442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_27.jpg,,fruit,,,,,,,,,,,,,3915.994394421,3916.5104671199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.027.jpeg,,,,,,,,,,,,,,3916.5104671199997,3917.97990269,3917.97990269,3917.97990269,3917.97990269,3917.97990269,,,,,,2,1,0.6547404410000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_195.jpg,,building,,,,,,,,,,,,,3918.663926808,3919.2148531029998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.195.jpeg,,,,,,,,,,,,,,3919.2148531029998,3920.649460654,3920.649460654,3920.649460654,3920.649460654,3920.649460654,,,,,,4,1,1.0568240160006894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_196.jpg,,building,,,,,,,,,,,,,3921.7340802240005,3922.250129109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.196.jpeg,,,,,,,,,,,,,,3922.250129109,3923.7195188289998,3923.7195188289998,3923.7195188289998,3923.7195188289998,3923.7195188289998,,,,,,2,0,0.555560134999439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_281.jpg,,vehicle,,,,,,,,,,,,,3924.303556307,3924.819573359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.281.jpeg,,,,,,,,,,,,,,3924.819573359,3926.2889613360003,3926.2889613360003,3926.2889613360003,3926.2889613360003,3926.2889613360003,,,,,,3,0,0.5774456659998464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_217.jpg,,fruit,,,,,,,,,,,,,3926.889792266,3927.4390615459997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.217.jpeg,,,,,,,,,,,,,,3927.4390615459997,3928.8752549700002,3928.8752549700002,3928.8752549700002,3928.8752549700002,3928.8752549700002,,,,,,2,1,0.8561883589997592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_34.jpg,,vehicle,,,,,,,,,,,,,3929.7594583190003,3930.2936746390005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.034.jpeg,,,,,,,,,,,,,,3930.2936746390005,3931.7451080990004,3931.7451080990004,3931.7451080990004,3931.7451080990004,3931.7451080990004,,,,,,2,0,0.3859244050005941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_99.jpg,,building,,,,,,,,,,,,,3932.162157674,3932.6783013490003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.099.jpeg,,,,,,,,,,,,,,3932.6783013490003,3934.147740577,3934.147740577,3934.147740577,3934.147740577,3934.147740577,,,,,,1,0,1.102579215999583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_234.jpg,,building,,,,,,,,,,,,,3935.2824037540004,3935.798410411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.234.jpeg,,,,,,,,,,,,,,3935.798410411,3937.267758416,3937.267758416,3937.267758416,3937.267758416,3937.267758416,,,,,,3,1,0.8468867329999625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_36.jpg,,vehicle,,,,,,,,,,,,,3938.1354434310006,3938.6860545400004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.036.jpeg,,,,,,,,,,,,,,3938.6860545400004,3940.1212154180002,3940.1212154180002,3940.1212154180002,3940.1212154180002,3940.1212154180002,,,,,,4,0,1.3853117860005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_271.jpg,,vehicle,,,,,,,,,,,,,3941.539233468,3942.0731841100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.271.jpeg,,,,,,,,,,,,,,3942.0731841100005,3943.5246876500005,3943.5246876500005,3943.5246876500005,3943.5246876500005,3943.5246876500005,,,,,,3,0,0.5740245559997561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_179.jpg,,building,,,,,,,,,,,,,3944.1253389579997,3944.659637861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.179.jpeg,,,,,,,,,,,,,,3944.659637861,3946.11067748,3946.11067748,3946.11067748,3946.11067748,3946.11067748,,,,,,3,0,1.069400905000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_218.jpg,,fruit,,,,,,,,,,,,,3947.212260585,3947.7281700989997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.218.jpeg,,,,,,,,,,,,,,3947.7281700989997,3949.1975647,3949.1975647,3949.1975647,3949.1975647,3949.1975647,,,,,,2,1,0.36592339099996707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_96.jpg,,building,,,,,,,,,,,,,3949.581448617,3950.1152130400005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.096.jpeg,,,,,,,,,,,,,,3950.1152130400005,3951.567102078,3951.567102078,3951.567102078,3951.567102078,3951.567102078,,,,,,2,0,0.4851477510007385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_14.jpg,,fruit,,,,,,,,,,,,,3952.0842714830005,3952.6183396530005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.014.jpeg,,,,,,,,,,,,,,3952.6183396530005,3954.068911849,3954.068911849,3954.068911849,3954.068911849,3954.068911849,,,,,,2,1,0.26985101800045186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_248.jpg,,building,,,,,,,,,,,,,3954.3701780700003,3954.9207947100003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.248.jpeg,,,,,,,,,,,,,,3954.9207947100003,3956.355614248,3956.355614248,3956.355614248,3956.355614248,3956.355614248,,,,,,4,0,0.6877928330001737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1_273.jpg,,vehicle,,,,,,,,,,,,,3957.072806204,3957.6058237920006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.273.jpeg,,,,,,,,,,,,,,3957.6058237920006,3959.058578991,3959.058578991,3959.058578991,3959.058578991,3959.058578991,,,,,,1,0,1.2965196209995042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_254.jpg,,building,,,,,,,,,,,,,3960.3757656200005,3960.910791223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.254.jpeg,,,,,,,,,,,,,,3960.910791223,3962.362311176,3962.362311176,3962.362311176,3962.362311176,3962.362311176,,,,,,3,1,0.3928171399999769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1_263.jpg,,building,,,,,,,,,,,,,3962.7792525780005,3963.313302916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.263.jpeg,,,,,,,,,,,,,,3963.313302916,3964.764967209,3964.764967209,3964.764967209,3964.764967209,3964.764967209,,,,,,1,0,0.8699449120001077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,,,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1_20.jpg,,fruit,,,,,,,,,,,,,3965.6658114680004,3966.1819201890003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Encod_Stim.020.jpeg,,,,,,,,,,,,,,3966.1819201890003,3967.6507194289998,3967.6507194289998,3967.6507194289998,3967.6507194289998,3967.6507194289998,,,,,,4,0,0.9439475949999974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P5,001,2025-02-20_17h03.48.667,RetGoals_V1,2022.2.4,60.00312880314456,
